Rank,Name,Year,Position,Binary_SP,WAR,완투,완봉,승,패,세이브,홀드,이닝,자책점,4구,삼진,ERA,RA9,rRA9,rRA9pf,FIP,WHIP
1039,김덕윤,2005,P,0,0.15,0,0,1,0,0,0,39.1,25,14,40,5.72,5.72,5.72,5.73,3.75,1.5
1040,강희석,2001,P,0,0.15,0,0,0,0,0,0,22.1,11,9,18,4.43,6.04,6.04,5.98,5.04,1.57
1041,장원준,2004,P,0,0.14,1,0,3,8,0,1,84.2,53,57,36,5.63,5.85,5.85,6.02,5.71,1.67
1042,김수경,2005,P,1,0.14,1,0,7,7,0,0,90.2,58,39,70,5.76,5.96,5.96,5.93,5.18,1.6
1043,최경훈,2001,P,0,0.14,0,0,2,2,0,2,29.2,18,25,20,5.46,6.07,6.07,6.26,6.28,1.96
1044,문동환,2004,P,1,0.13,0,0,4,15,0,0,120.2,72,45,56,5.37,6.56,6.56,6.25,5.45,1.59
1045,권혁,2003,P,0,0.13,0,0,3,2,0,2,39.1,23,21,26,5.26,5.95,5.95,5.79,4.69,1.55
1046,최용호,2002,P,0,0.13,0,0,0,0,0,0,14.2,8,5,10,4.91,4.91,4.91,5.08,3.82,1.77
1047,이상훈,2004,P,0,0.13,0,0,0,3,3,1,14,8,9,15,5.14,5.14,5.14,5.24,4.17,1.43
1048,라형진,2003,P,0,0.13,0,0,0,2,1,0,64.2,43,49,30,5.98,6.12,6.12,5.96,7.08,1.93
1049,최용호,2004,P,0,0.12,0,0,2,3,1,0,41.2,27,22,19,5.83,5.83,5.83,5.79,6.26,1.56
1050,김사율,2003,P,0,0.12,0,0,1,2,0,1,36.1,22,15,15,5.45,5.7,5.7,5.95,5.15,1.57
1051,이정민,2002,P,0,0.12,0,0,0,0,0,0,11,4,7,1,3.27,4.91,4.91,5.01,6.31,1.36
1052,강상수,2003,P,0,0.12,0,0,2,3,6,1,54,33,29,47,5.5,5.83,5.83,6.09,6.08,1.54
1053,이명우,2005,P,0,0.12,0,0,0,5,0,3,57.1,34,31,29,5.34,5.81,5.81,5.97,4.79,1.78
1054,이동학,2003,P,0,0.11,0,0,8,3,0,0,77.1,46,33,41,5.35,6.4,6.4,6.19,4.56,1.6
1055,양훈,2005,P,0,0.11,0,0,3,6,0,0,71,46,33,21,5.83,6.34,6.34,6.09,5.33,1.51
1056,차명주,2005,P,0,0.11,0,0,4,1,0,12,33.2,22,9,17,5.88,6.15,6.15,5.9,4.44,1.63
1057,지승민,2002,P,0,0.11,0,0,1,0,0,0,27,17,19,22,5.67,5.67,5.67,5.67,6.38,1.59
1058,김백만,2001,P,0,0.1,1,0,2,2,0,2,43,29,20,31,6.07,6.7,6.7,6.66,5.81,1.56
1059,곽채진,2001,P,0,0.1,0,0,0,2,0,0,18,26,10,16,13,14,28,27.24,7.35,2.33
1060,이경필,2003,P,1,0.1,0,0,8,13,0,1,106,53,43,47,4.5,6.03,6.03,6.25,4.04,1.56
1061,장성진,2001,P,0,0.1,0,0,0,1,0,5,38,22,9,17,5.21,6.39,6.39,6.6,4.82,1.74
1062,전승남,2004,P,0,0.09,0,0,1,1,1,7,17.2,10,2,8,5.09,5.6,5.6,5.73,4.47,1.42
1063,가득염,2003,P,0,0.09,0,0,1,1,1,13,35.2,23,9,29,5.8,5.8,5.8,6.06,3.19,1.15
1064,강민영,2001,P,0,0.08,0,0,0,5,0,0,47,33,26,44,6.32,6.7,6.7,6.74,5.01,1.66
1065,김장현,2004,P,1,0.08,0,0,4,11,0,0,117.2,71,36,61,5.43,5.97,5.97,6.14,4.85,1.35
1066,문창환,2001,P,0,0.08,0,0,0,0,0,0,14.1,10,9,9,6.28,6.28,6.28,6.29,4.75,1.74
1067,윤근영,2005,P,0,0.08,0,0,0,1,1,4,40,24,25,19,5.4,6.3,6.3,6.05,5.4,1.65
1068,지연규,2004,P,0,0.08,0,0,0,4,3,3,32.1,20,13,17,5.57,6.4,6.4,6.1,5.36,1.52
1069,박만채,2004,P,0,0.07,0,0,2,0,0,0,13,7,2,9,4.85,5.54,5.54,5.67,5.34,1.08
1070,존슨,2005,P,1,0.07,0,0,1,1,0,0,25.2,17,12,23,5.96,5.96,5.96,5.8,6.04,1.68
1071,엄정욱,2003,P,0,0.07,0,0,1,2,0,0,25,15,17,29,5.4,5.76,5.76,5.88,3.71,1.44
1072,이상목,2004,P,1,0.07,0,0,3,9,0,0,87.2,49,16,51,5.03,5.95,5.95,6.13,4.91,1.46
1073,이혜천,2004,P,0,0.07,0,0,2,2,1,12,52,34,31,35,5.88,6.06,6.06,6.18,4.86,1.6
1074,이강철,2001,P,0,0.07,0,0,2,3,1,1,56,43,20,50,6.91,6.91,6.91,6.64,4.94,1.41
1075,민경수,2004,P,0,0.07,0,0,0,3,0,7,18.2,11,7,14,5.3,5.79,5.79,5.92,3.94,1.34
1076,누네스,2001,P,0,0.06,0,0,2,1,4,0,29.1,18,7,19,5.52,6.75,6.75,6.71,3.47,1.53
1077,박만채,2005,P,0,0.06,0,0,1,1,0,0,30.1,18,11,21,5.34,5.93,5.93,6.01,4.22,1.91
1078,마일영,2003,P,1,0.05,0,0,3,6,0,0,69.1,46,41,32,5.97,6.49,6.49,6.28,4.85,1.76
1079,정원,2005,P,0,0.05,0,0,2,0,0,0,29.1,19,13,22,5.83,6.14,6.14,5.97,5.29,1.53
1080,이정민,2004,P,0,0.04,0,0,2,2,0,3,78.1,48,50,60,5.51,5.97,5.97,6.15,3.85,1.84
1081,진필중,2004,P,0,0.04,0,0,0,4,15,0,32.2,19,12,23,5.23,6.06,6.06,6.2,3.66,1.87
1082,장진용,2004,P,0,0.04,0,0,0,1,0,0,16.2,10,11,12,5.4,5.94,5.94,6.08,4.34,1.98
1083,심수창,2004,P,0,0.03,0,0,2,1,1,1,29.2,15,7,18,4.55,6.07,6.07,6.21,6.11,1.62
1084,지연규,2003,P,1,0.03,0,0,2,3,0,0,45,26,16,8,5.2,6.4,6.4,6.08,5.56,1.49
1085,최영완,2001,P,0,0.03,0,0,0,0,0,2,10.2,7,9,7,5.91,6.75,6.75,6.58,7.33,2.16
1086,전병두,2004,P,0,0.03,0,0,0,4,0,1,81.2,50,54,50,5.51,6.17,6.17,6.29,5.69,1.71
1087,안영명,2004,P,0,0.03,0,0,0,1,0,0,15.1,11,9,7,6.46,6.46,6.46,6.15,5.64,1.63
1088,강영식,2004,P,0,0.02,0,0,2,2,1,5,13.1,9,7,14,6.08,6.08,6.07,6.01,3.5,1.65
1089,김태한,2002,P,0,0.01,0,0,0,1,1,2,31,18,10,21,5.23,6.1,6.1,6.06,3.94,1.42
1090,박장희,2002,P,0,0.01,0,0,0,0,0,0,22,15,6,17,6.14,6.14,6.14,6.01,4.16,1.55
1091,김원형,2002,P,1,0.01,0,0,4,5,0,0,58.1,34,17,37,5.25,6.17,6.17,6.13,5.76,1.44
1092,김현욱,2004,P,0,0.01,0,0,0,2,0,8,26,17,6,28,5.88,6.23,6.23,6.17,3.13,1.15
1093,장성진,2002,P,0,0.01,0,0,0,1,0,0,14,9,1,6,5.79,5.79,5.79,5.98,5.18,1.21
1094,윤규진,2003,P,0,0.01,0,0,0,1,1,0,14,10,3,5,6.43,6.43,6.43,6.11,4.65,1.64
1095,변인재,2002,P,0,0.01,0,0,0,1,0,0,12,8,7,5,6,6,6,6.13,4.25,1.58
1096,지승민,2003,P,0,0.01,0,0,0,0,0,0,13,9,4,10,6.23,6.23,6.23,6,6.11,2
1097,변인재,2003,P,0,0,0,0,0,2,1,1,37,19,8,17,4.62,6.08,6.08,6.35,5.05,1.35
1098,가내영,2001,P,0,0,0,0,1,2,1,0,41,27,17,24,5.93,7.02,7.02,6.86,5.91,1.54
1099,오상민,2002,P,0,0,1,0,2,3,3,2,64,39,13,43,5.48,6.47,6.47,6.21,4.95,1.34
1100,방동민,2001,P,0,0,0,0,0,1,0,0,12,8,6,13,6,6.75,6.75,6.98,3.63,1.58
1101,김장준,2003,P,0,-0.01,0,0,0,0,0,1,13,9,7,10,6.23,6.23,6.23,6.36,4.99,1.62
1102,노승욱,2004,P,0,-0.02,0,0,0,1,0,2,29.1,19,7,11,5.83,6.14,6.14,6.32,5.63,1.4
1103,최창호,2001,P,0,-0.03,0,0,2,1,0,6,35.1,23,11,25,5.86,6.88,6.88,7.12,4.84,1.53
1104,오철민,2004,P,0,-0.03,0,0,1,3,0,1,30,20,11,23,6,6.3,6.3,6.26,4.89,1.53
1105,전승남,2002,P,0,-0.03,0,0,0,0,0,0,11.1,8,3,8,6.35,6.35,6.35,6.56,4.13,1.68
1106,문동환,2001,P,0,-0.04,0,0,2,4,0,0,37,27,22,21,6.57,7.05,7.05,7.09,5.08,1.78
1107,이정호,2002,P,0,-0.04,0,0,0,0,0,0,10.1,7,6,12,6.1,6.97,6.97,6.69,3.83,1.74
1108,이상목,2002,P,0,-0.04,0,0,0,7,3,2,62,42,12,47,6.1,6.24,6.24,6.25,4.83,1.32
1109,문동환,2002,P,1,-0.04,1,0,2,7,2,0,67,38,22,49,5.1,6.18,6.18,6.31,4.23,1.57
1110,권명철,2002,P,0,-0.05,0,0,2,4,1,1,54.2,36,19,36,5.93,6.26,6.26,6.22,5.42,1.5
1111,서승화,2002,P,0,-0.05,0,0,0,2,0,0,36.1,24,13,28,5.94,6.19,6.19,6.4,5.38,1.32
1112,홍우태,2001,P,0,-0.05,0,0,1,4,0,3,29.1,23,11,14,7.06,7.36,7.36,7.32,4.02,1.94
1113,오철민,2005,P,0,-0.05,0,0,0,1,0,3,11.2,8,7,7,6.17,6.94,6.94,6.75,6.11,2.14
1114,박동희,2001,P,0,-0.06,0,0,2,2,0,0,45.1,31,22,22,6.15,7.35,7.35,6.99,6.46,1.68
1115,정민태,2005,P,1,-0.06,0,0,0,3,0,0,26.2,14,6,13,4.73,6.41,6.41,6.38,3.93,1.5
1116,조성민,2005,P,0,-0.06,0,0,2,2,0,4,19.1,14,9,8,6.52,6.98,6.98,6.71,5.43,2.02
1117,곽채진,2003,P,1,-0.06,0,0,1,4,0,0,35.1,23,4,11,5.86,6.37,6.37,6.61,4.53,1.33
1118,이경필,2002,P,0,-0.06,0,0,1,2,0,0,24.2,15,20,13,5.47,6.2,6.2,6.41,6.25,2.03
1119,최상덕,2005,P,0,-0.06,0,0,1,5,2,2,61.1,41,24,48,6.02,6.46,6.46,6.28,4.61,1.55
1120,이정훈,2002,P,0,-0.07,0,0,1,3,0,1,31.1,22,8,19,6.32,6.32,6.32,6.45,3.43,1.6
1121,주형광,2005,P,1,-0.07,0,0,3,2,0,0,34.1,23,13,23,6.03,6.29,6.29,6.46,5.46,1.51
1122,김병준,2002,P,0,-0.07,0,0,1,1,0,0,26.1,18,7,17,6.15,6.49,6.49,6.5,3.83,1.56
1123,최창호,2002,P,0,-0.07,0,0,0,0,0,2,12,9,7,11,6.75,6.75,6.75,6.97,4.76,1.67
1124,문남열,2002,P,0,-0.08,0,0,0,0,0,0,12.1,9,8,9,6.57,7.3,7.3,7.01,5.85,2.43
1125,김영수,2001,P,0,-0.08,0,0,1,6,3,4,94.2,66,57,70,6.27,7.04,7.04,7.07,5.76,1.76
1126,박상근,2001,P,0,-0.09,0,0,0,1,0,0,28.2,23,19,15,7.22,7.22,7.22,7.15,6.27,1.74
1127,박창근,2004,P,0,-0.09,0,0,0,1,0,0,24.1,17,4,12,6.29,6.66,6.66,6.78,4.74,1.44
1128,김상진,2001,P,0,-0.1,0,0,2,3,2,0,30.2,24,21,15,7.04,7.63,7.63,7.26,6.38,1.96
1129,베넷,2001,P,1,-0.1,0,0,0,2,0,0,19.2,16,9,16,7.32,7.32,7.32,7.56,5.34,2.08
1130,엘비라,2003,P,1,-0.11,0,0,1,1,0,0,21.2,17,13,21,7.06,7.06,7.06,6.87,4.69,1.52
1131,김경태,2005,P,0,-0.11,0,0,0,1,2,3,34,19,15,24,5.03,6.35,6.35,6.59,4.1,1.76
1132,조태수,2005,P,0,-0.11,0,0,0,1,0,1,36,23,14,27,5.75,6.75,6.75,6.57,6.01,1.69
1133,가득염,2002,P,0,-0.12,0,0,0,2,0,8,25.2,16,9,15,5.61,6.66,6.66,6.8,5.3,1.68
1134,신재웅,2005,P,0,-0.12,0,0,1,0,0,2,13.1,11,10,9,7.43,7.43,7.43,7.53,4.74,2.4
1135,안영명,2005,P,0,-0.13,0,0,0,2,0,0,20.2,14,12,14,6.1,7.4,7.4,7.11,5.58,1.84
1136,김주철,2004,P,0,-0.15,0,0,1,1,0,0,20,14,16,11,6.3,7.2,7.2,7.15,7.77,2.05
1137,박성훈,2005,P,0,-0.17,0,0,0,0,0,3,13.2,7,9,13,4.61,7.9,7.9,7.92,4.43,2.05
1138,이원식,2002,P,1,-0.17,0,0,0,1,0,0,17.1,13,7,15,6.75,7.79,7.79,7.69,5.67,1.79
1139,류택현,2001,P,0,-0.17,0,0,3,2,1,6,35,29,23,34,7.46,7.46,7.46,7.72,6.05,1.74
1140,파라,2002,P,0,-0.17,0,0,3,1,4,0,39,26,15,32,6,6.69,6.69,6.7,3.78,1.62
1141,젠슨,2001,P,1,-0.17,0,0,0,1,0,0,12.2,12,11,10,8.53,9.24,9.24,8.96,4.01,1.89
1142,신동민,2003,P,0,-0.17,0,0,2,1,0,0,12.1,10,4,10,7.3,8.76,8.76,8.47,6.52,1.62
1143,최영필,2003,P,0,-0.18,1,0,1,3,0,0,42,32,20,26,6.86,7.07,7.07,6.72,5.1,1.67
1144,전준호,2002,P,0,-0.18,0,0,1,1,0,0,29.1,22,11,18,6.75,7.06,7.06,6.92,4.54,1.81
1145,장진용,2005,P,0,-0.18,0,0,2,0,0,0,14.2,13,13,14,7.98,7.98,7.98,8.09,5.85,1.77
1146,김사율,2002,P,0,-0.19,0,0,4,11,0,2,108.1,66,55,64,5.48,6.31,6.31,6.45,5.15,1.61
1147,김경원,2001,P,0,-0.2,0,0,1,1,0,5,22.1,16,8,16,6.45,8.46,8.46,8.41,5.68,1.34
1148,장준관,2005,P,0,-0.2,0,0,0,2,0,3,20.1,14,10,12,6.2,7.52,7.52,7.63,4.23,1.72
1149,김장백,2001,P,0,-0.2,0,0,0,0,0,0,10.1,10,3,7,8.71,10.45,10.45,10.39,4.5,2.13
1150,문현정,2004,P,0,-0.2,0,0,1,0,0,0,12.2,10,11,10,7.11,8.53,8.53,8.47,6.22,1.82
1151,제춘모,2004,P,1,-0.2,0,0,4,4,0,0,67.1,44,46,35,5.88,6.55,6.55,6.67,5.58,1.81
1152,산체스,2005,P,1,-0.2,0,0,4,4,0,0,65.2,45,36,51,6.17,6.3,6.3,6.53,5.38,1.64
1153,안병원,2002,P,1,-0.2,0,0,0,3,0,0,25.1,13,10,15,4.62,7.11,7.11,7.34,5.72,1.42
1154,김영완,2001,P,0,-0.21,0,0,0,0,0,0,19,18,3,11,8.53,8.53,8.53,8.44,7.29,1.84
1155,김제빈,2002,P,0,-0.21,0,0,0,0,1,2,22,16,14,10,6.55,7.36,7.36,7.52,5.68,1.77
1156,파머,2001,P,1,-0.22,0,0,1,2,0,0,11,11,6,9,9,9.82,9.82,10.13,6.99,2.18
1157,신윤호,2005,P,0,-0.22,0,0,1,4,9,1,31.2,22,15,15,6.25,7.11,7.11,7.2,4.76,1.86
1158,박지철,2005,P,1,-0.22,0,0,1,5,0,0,49,33,28,39,6.06,6.61,6.61,6.79,5.66,1.76
1159,이동현,2004,P,1,-0.23,0,0,1,6,0,0,56.1,39,29,42,6.23,6.71,6.71,6.67,4.75,1.69
1160,윤길현,2004,P,0,-0.23,0,0,0,1,0,1,25.2,20,16,24,7.01,7.36,7.36,7.5,3.9,1.83
1161,전승남,2001,P,0,-0.23,0,0,2,2,1,2,28.1,23,21,22,7.31,7.94,7.94,8.22,4.41,1.94
1162,안지만,2003,P,0,-0.23,0,0,1,0,0,0,21.2,19,6,11,7.89,7.89,7.89,7.68,6.49,1.71
1163,안지만,2004,P,0,-0.23,0,0,0,0,0,0,22,19,9,13,7.77,7.77,7.77,7.7,7.23,1.77
1164,윤근주,2001,P,0,-0.23,0,0,0,2,0,0,25.2,24,17,10,8.42,8.42,8.42,8.36,5.55,1.71
1165,김영수,2003,P,0,-0.24,0,0,3,3,0,2,64,38,50,47,5.34,6.61,6.61,6.83,5.3,1.84
1166,조정훈,2005,P,0,-0.24,0,0,1,0,0,2,29,22,19,19,6.83,7.14,7.14,7.33,4.87,2.07
1167,임선동,2003,P,1,-0.24,0,0,0,2,0,0,13.1,14,3,4,9.45,9.45,9.45,9.15,5.14,1.95
1168,김영완,2003,P,0,-0.24,0,0,0,0,1,2,42,28,15,30,6,6.86,6.86,7,5.48,1.36
1169,신재웅,2001,P,0,-0.24,0,0,2,2,0,0,17.2,18,9,9,9.17,9.17,9.17,9.11,7.21,1.87
1170,박정태,2005,P,0,-0.24,0,0,0,4,1,4,40.1,29,33,37,6.47,7.14,7.14,6.95,3.92,2.01
1171,최용호,2003,P,1,-0.25,0,0,0,2,0,0,10.2,12,8,7,10.13,10.13,10.13,10.5,5.27,2.16
1172,김진웅,2002,P,0,-0.25,1,1,1,4,3,0,50.1,39,21,60,6.97,7.15,7.15,6.87,4.11,1.59
1173,베라스,2002,P,0,-0.25,0,0,1,4,6,0,23.1,19,9,19,7.33,7.71,7.71,7.56,5.19,1.41
1174,진필중,2005,P,1,-0.27,0,0,3,7,0,0,51,33,21,27,5.82,7.06,7.06,7.15,4.99,1.55
1175,김창훈,2004,P,0,-0.27,0,0,3,2,0,2,42.2,34,20,22,7.17,7.59,7.59,7.24,6.34,1.69
1176,이동현,2005,P,0,-0.27,0,0,4,3,0,2,38.1,27,32,33,6.34,7.28,7.28,7.08,6.07,1.93
1177,고효준,2004,P,0,-0.27,0,0,2,1,0,0,45.1,30,38,37,5.96,6.95,6.95,7.08,5.79,1.83
1178,박정배,2005,P,0,-0.27,0,0,1,1,0,0,15.1,14,5,9,8.22,8.8,8.8,8.93,6.29,2.02
1179,김태한,2003,P,0,-0.27,0,0,0,1,0,0,12,11,6,7,8.25,9.75,9.75,9.96,7.49,1.67
1180,정병희,2005,P,0,-0.27,0,0,3,5,1,9,70,51,36,55,6.56,7.07,7.07,6.79,5.17,1.69
1181,서승화,2003,P,0,-0.28,0,0,0,5,0,3,82.1,51,46,51,5.57,6.34,6.34,6.58,4.99,1.72
1182,김광수,2004,P,0,-0.28,0,0,0,0,0,0,21,16,7,8,6.86,8.14,8.14,8.33,4.59,2
1183,김성태,2004,P,0,-0.29,0,0,1,1,0,1,24,22,11,17,8.25,8.25,8.25,8.08,5.89,1.79
1184,후타도,2004,P,1,-0.3,0,0,0,4,0,0,28,18,21,13,5.79,7.71,7.71,7.89,4.97,2.04
1185,최영필,2002,P,0,-0.31,0,0,0,0,1,0,22,19,14,21,7.77,8.18,8.18,8.19,4.83,2.05
1186,이대진,2003,P,1,-0.31,0,0,1,1,0,0,13.1,14,7,13,9.45,10.13,10.13,10.03,5.28,1.88
1187,임창용,2005,P,0,-0.31,0,0,5,8,0,3,91.1,66,36,70,6.5,6.6,6.6,6.62,4.66,1.6
1188,노병오,2005,P,0,-0.32,0,0,0,0,0,0,13.1,15,8,10,10.13,10.13,10.13,10.08,6.34,2.18
1189,윤희상,2004,P,0,-0.32,0,0,0,1,0,0,13.1,14,7,9,9.45,10.13,10.13,10.31,5.33,2.1
1190,장문석,2001,P,1,-0.33,0,0,1,3,0,0,43,37,35,23,7.74,7.74,7.74,8.01,6.53,1.98
1191,정수찬,2001,P,1,-0.35,0,0,1,1,0,0,14.2,14,6,5,8.59,11.05,11.05,10.93,6,1.77
1192,김희걸,2001,P,0,-0.36,0,0,2,2,0,0,42.2,34,19,24,7.17,8.02,8.02,7.93,6.68,1.59
1193,김영수,2004,P,0,-0.37,0,0,1,3,0,4,28,22,31,27,7.07,8.04,8.04,8.18,5.15,2.21
1194,김희걸,2005,P,0,-0.37,0,0,1,3,0,3,31.1,25,16,19,7.18,8.04,8.04,7.82,5.9,1.76
1195,조규수,2004,P,0,-0.38,0,0,2,3,1,0,38.2,33,19,26,7.68,8.15,8.15,7.76,5.61,1.81
1196,최대성,2005,P,0,-0.39,0,0,0,1,0,0,14.2,15,5,8,9.2,10.43,10.43,10.72,5.61,2.05
1197,소소경,2004,P,0,-0.39,0,0,0,1,0,0,13.2,16,8,11,10.54,11.2,11.2,11.12,4.5,2.05
1198,오승준,2002,P,0,-0.39,0,0,1,2,0,0,28.2,22,18,16,6.91,8.16,8.16,8.11,5.91,1.47
1199,이용훈,2003,P,0,-0.4,0,0,0,1,0,0,13,16,14,9,11.08,11.77,11.77,12.18,9.84,3
1200,김성태,2003,P,0,-0.41,0,0,2,0,0,1,41.1,28,19,38,6.1,8.06,8.06,7.8,4.54,1.77
1201,노경은,2004,P,0,-0.44,0,0,2,2,0,0,49.2,38,31,35,6.89,7.43,7.43,7.58,6.31,1.93
1202,정재원,2004,P,0,-0.45,0,0,0,0,0,0,13,14,3,9,9.69,13.85,13.85,13.19,9.28,2.38
1203,강상수,2005,P,0,-0.45,0,0,0,0,1,0,29.1,27,22,17,8.28,8.28,8.28,8.51,6.47,1.94
1204,김주철,2001,P,1,-0.46,0,0,1,5,0,0,33,32,21,18,8.73,9.27,9.27,9.05,8.4,2
1205,신윤호,2002,P,0,-0.46,0,0,4,3,1,2,60,43,23,44,6.45,7.05,7.05,7.28,4.93,1.65
1206,윤길현,2002,P,0,-0.47,0,0,3,3,0,0,58,47,26,42,7.29,7.29,7.29,7.25,6.3,1.57
1207,박정진,2002,P,0,-0.5,0,0,1,2,0,4,47.1,35,22,37,6.65,7.61,7.61,7.62,5.86,1.73
1208,이상훈,2001,P,0,-0.5,0,0,0,0,0,2,34,31,15,15,8.21,9,9,9.29,6.09,1.71
1209,이상훈,2003,P,0,-0.53,0,0,1,1,0,1,16.2,18,5,9,9.72,11.88,11.88,12.32,4.9,1.86
1210,임경완,2002,P,0,-0.53,0,0,0,4,1,1,48.2,34,17,30,6.29,7.58,7.58,7.74,5.48,1.58
1211,최상덕,2004,P,1,-0.54,0,0,1,2,0,0,14.2,21,12,10,12.89,13.5,13.5,13.41,7.66,2.73
1212,김장현,2003,P,1,-0.55,0,0,3,9,0,0,92,69,29,32,6.75,6.85,6.85,7.15,5.26,1.61
1213,이승호,2001,P,0,-0.55,0,0,0,0,0,2,17.2,25,23,18,12.74,12.74,12.74,13.18,8.57,2.72
1214,유동훈,2001,P,1,-0.55,0,0,2,2,0,0,42.2,35,16,24,7.38,9.07,9.07,8.87,4.92,1.76
1215,정민철,2004,P,1,-0.59,0,0,0,6,0,0,54,46,18,22,7.67,8.33,8.33,7.94,5.99,1.74
1216,오재영,2005,P,1,-0.6,0,0,1,11,0,0,70.1,47,44,37,6.01,7.29,7.29,7.26,5,1.75
1217,지승민,2001,P,0,-0.65,1,0,0,3,2,3,61.1,58,36,40,8.51,8.66,8.66,8.61,7.08,1.76
1218,송은범,2003,P,0,-0.69,0,0,6,5,4,7,71.2,54,41,50,6.78,7.41,7.41,7.57,5.17,1.81
1219,전준호,2005,P,0,-0.69,0,0,3,6,0,1,49.2,42,23,28,7.61,8.15,8.15,8.12,5.46,1.71
1220,안병원,2001,P,1,-0.72,0,0,1,8,0,0,80.1,66,47,38,7.39,7.95,7.95,8.23,5.74,1.85
1221,한태균,2001,P,0,-0.73,0,0,3,1,0,3,57,52,25,24,8.21,8.53,8.53,8.8,5.26,2.04
1222,이용훈,2002,P,0,-0.73,0,0,2,3,0,0,41.2,40,20,46,8.64,8.86,8.86,8.8,5.57,1.7
1223,고우석,2004,P,0,-0.84,0,0,0,5,0,0,30,33,20,27,9.9,11.1,11.1,11.03,6.68,2.13
1224,김민기,2005,P,0,-0.97,0,0,4,7,0,4,55,49,10,37,8.02,8.84,8.84,8.96,4.76,1.78
1225,류현진,2010,P,1,9.34,5,3,16,4,0,0,192.2,39,45,187,1.82,1.96,1.96,1.94,2.82,1.01
1226,리오스,2007,P,1,8.19,6,4,22,5,0,0,234.2,54,58,147,2.07,2.65,2.65,2.62,2.99,1.06
1227,김광현,2010,P,1,7.72,2,1,17,7,0,0,193.2,51,84,183,2.37,2.6,2.6,2.69,3.58,1.22
1228,류현진,2006,P,1,6.94,6,1,18,6,1,0,201.2,50,52,204,2.23,2.54,2.54,2.43,1.99,1.05
1229,장원삼,2008,P,1,5.74,2,2,12,8,0,0,167.1,53,57,126,2.85,2.9,2.9,2.85,3.35,1.21
1230,류현진,2009,P,1,5.73,4,2,13,12,0,0,189.1,75,67,188,3.57,3.8,3.8,3.72,3.44,1.3
1231,김광현,2008,P,1,5.69,1,1,16,4,0,0,162,43,63,150,2.39,2.78,2.78,2.88,3.09,1.17
1232,차우찬,2010,P,0,5.63,2,1,10,2,0,2,126.1,30,51,112,2.14,2.49,2.49,2.42,3.34,1.24
1233,류현진,2007,P,1,5.52,6,1,17,7,0,0,211,69,68,178,2.94,3.16,3.16,3.18,2.92,1.25
1234,리오스,2006,P,1,5.39,4,1,12,16,0,0,233,75,49,145,2.9,3.32,3.32,3.31,3.08,1.09
1235,윤석민,2008,P,1,5.36,1,0,14,5,0,1,154.2,40,42,119,2.33,2.62,2.62,2.69,3.28,1.05
1236,봉중근,2008,P,1,5.29,0,0,11,8,0,0,186.1,55,68,140,2.66,3.19,3.19,3.2,3.8,1.19
1237,손민한,2008,P,1,5.2,1,0,12,4,0,0,179,59,40,80,2.97,3.32,3.32,3.36,3.84,1.25
1238,김광현,2009,P,1,5.2,1,0,12,2,0,0,138.1,43,53,112,2.8,2.99,2.99,3.12,4.09,1.26
1239,봉중근,2009,P,1,5.11,0,0,11,12,0,0,172.1,63,57,127,3.29,3.66,3.66,3.71,3.98,1.26
1240,봉중근,2010,P,1,5.1,0,0,10,9,0,0,178.1,71,69,130,3.58,3.73,3.73,3.76,4.19,1.32
1241,구톰슨,2009,P,1,5.06,0,0,13,4,0,0,161.1,58,46,95,3.24,3.4,3.4,3.51,4.28,1.21
1242,장원삼,2006,P,1,5.03,0,0,12,10,0,0,183.1,58,63,142,2.85,2.95,2.95,2.97,3.53,1.14
1243,랜들,2006,P,1,5.02,2,2,16,8,0,0,192.1,63,58,142,2.95,3.09,3.09,3.08,3.17,1.19
1244,로페즈,2009,P,1,4.83,4,0,14,5,0,0,190.1,66,41,129,3.12,3.92,3.92,4.04,3.16,1.27
1245,손민한,2007,P,1,4.81,0,0,13,10,0,0,194,72,48,95,3.34,3.43,3.43,3.49,3.75,1.23
1246,양현종,2009,P,1,4.79,0,0,12,5,0,1,148.2,52,58,139,3.15,3.33,3.33,3.43,3.69,1.28
1247,송은범,2010,P,0,4.78,0,0,8,5,8,4,125,32,48,91,2.3,2.74,2.74,2.83,4.22,1.21
1248,그레이싱어,2006,P,1,4.77,2,0,14,12,0,0,188,63,47,164,3.02,3.11,3.11,3.06,2.51,1.05
1249,채병용,2008,P,1,4.7,0,0,10,2,0,1,136.2,41,43,81,2.7,2.83,2.83,2.94,3.99,1.24
1250,유동훈,2009,P,0,4.62,0,0,6,2,22,10,67.1,4,13,38,0.53,0.8,0.8,0.83,3.47,0.74
1251,송은범,2009,P,1,4.59,1,0,12,3,0,0,149.1,52,49,103,3.13,3.56,3.56,3.71,4.4,1.37
1252,장원삼,2010,P,1,4.56,0,0,13,5,0,0,151,58,44,115,3.46,3.7,3.7,3.59,3.84,1.21
1253,전병두,2009,P,0,4.42,0,0,8,4,8,1,133.1,46,48,136,3.11,3.38,3.38,3.52,3.26,1.22
1254,랜들,2007,P,1,4.39,0,0,12,8,0,0,164.1,57,55,113,3.12,3.29,3.29,3.26,3.79,1.2
1255,글로버,2009,P,1,4.33,0,0,9,3,1,0,105.2,23,26,90,1.96,2.73,2.73,2.84,2.99,1.07
