Rank,Name,Year,Position,Binary_SP,WAR_z,경기_z,경기(선발)_z,경기(구원)_z,경기(마무리)_z,완투_z,완봉_z,승_z,패_z,세이브_z,홀드_z,이닝_z,자책점_z,실점_z,rRA_z,상대 타자 수_z,피안타_z,피홈런_z,4구_z,몸에 맞는 공_z,고의사구_z,삼진_z,보크_z,폭투_z,ERA_z,RA9_z,rRA9_z,rRA9pf_z,FIP_z,WHIP_z
2196,홍성민,2013,P,0,-0.035690985,-0.390135888,-0.471742878,-0.075965798,-0.040213074,-0.305142991,-0.205581405,0.044813148,-0.555160739,-0.156405438,-0.209910717,-0.399956073,-0.671715186,-0.603547871,-0.606152737,-0.427075038,-0.297805052,-0.508018975,-0.534799536,-0.399389351,-0.732086742,-0.717432345,-0.53428938,-0.737142763,-0.796617473,-0.67822466,-0.692496664,-0.840007358,0.282747084,-0.057448498
2197,최대성,2012,P,0,-0.029169673,2.463376065,-0.771401247,2.281254837,0.174786559,-0.344451711,-0.234136395,1.110567445,1.360526975,-0.156664726,2.466213041,-0.019214842,-0.079358877,0.002736992,0.002736992,-0.024132313,-0.000464912,0.168024649,-0.119207881,0.507276856,0.743827056,0.048722094,-0.39077194,0.583280489,-0.335713469,-0.181237179,-0.181237179,-0.249535621,-0.176518278,-0.2407502
2198,김상현,2011,P,0,-0.027913404,0.093431543,-0.193601152,0.162822796,0.070175044,-0.308944476,-0.222541102,-0.230202417,-0.549148783,-0.174382173,-0.385435768,-0.122054142,-0.169225804,-0.207581488,-0.207581488,-0.112165877,0.05906302,-0.123900058,-0.446237276,-0.226538412,0.844150989,-0.284712401,-0.423976475,-0.201095782,-0.250804079,-0.321853464,-0.321736927,-0.234035035,-0.276293142,-0.063858452
2199,윤길현,2014,P,0,-0.084217831,1.595791677,-0.74933684,1.585809139,1.336418653,-0.354613217,-0.183202005,-0.181869005,-0.220178264,0.958333799,1.040731727,-0.166738457,-0.494603016,-0.512079612,-0.262627214,-0.22593021,-0.47308186,-0.054359362,0.028469224,-0.952140625,1.213658746,0.376349198,-0.342207314,2.01311371,-0.86376866,-0.942046781,-0.425511179,-0.432435802,-0.86391109,-0.929623951
2200,이정훈,2011,P,0,-0.057956746,0.768520238,-0.808839597,0.974442774,0.657891037,-0.308944476,-0.222541102,-0.230202417,-0.250018958,-0.174382173,0.729277748,-0.365573029,-0.453865021,-0.465534373,-0.465534373,-0.360257666,-0.392576486,-0.986373191,-0.498689728,0.774213692,1.652124078,-0.560373252,-0.423976475,0.809410524,-0.372522276,-0.391374567,-0.391253232,-0.436975829,-0.559779213,-0.466112121
2201,권혁,2014,P,0,-0.10817939,0.406167858,-0.74933684,0.651594844,0.311496077,-0.354613217,-0.183202005,-0.181869005,-0.553715635,-0.307234017,-0.374663422,-0.665635346,-1.075117898,-1.044026523,-1.033796217,-0.781269107,-0.909115141,-0.608824858,-0.958843451,-1.283225888,0.298930726,-0.304604294,-0.342207314,-0.848734352,-1.421572512,-1.364426193,-1.192582059,-1.186784621,-1.308683915,-1.715619611
2202,어센시오,2014,P,0,-0.114169779,0.859357885,-0.74933684,1.007486004,3.488756062,-0.354613217,-0.183202005,0.075778752,-0.887253006,3.308674029,-0.551587815,-0.405341317,-0.660464411,-0.626068236,-0.54674211,-0.427871627,-0.47308186,-0.424003026,-0.784611803,-0.621055362,-0.615797295,0.18568222,-0.342207314,0.582189679,-0.783316181,-0.728312621,-0.543918093,-0.568637672,-1.535113717,-0.896874132
2203,로드리게스,2013,P,1,-0.080478819,-1.244284461,0.315164391,-1.121384488,-0.77912831,-0.305142991,-0.205581405,-0.218688164,0.372210041,-0.304738338,-0.59322594,-0.223297555,-0.191324449,-0.243865964,-0.261621263,-0.230814429,-0.398211802,0.154810516,0.066466481,-0.648161531,-0.732086742,-0.145043988,1.532566905,-0.128378796,-0.122660097,-0.222488326,-0.290475932,-0.358558828,0.315329124,-0.386044964
2204,김태영,2014,P,0,-0.120160169,0.972655391,-0.74933684,1.096458794,-0.303457469,-0.354613217,-0.183202005,0.333426509,0.113359106,-0.126438615,1.394580515,-0.318576641,-0.204345575,-0.246106157,-0.384390741,-0.321852383,-0.334343998,-0.239181194,-0.610380154,0.372200426,1.213658746,-0.113937316,-0.342207314,-0.848734352,0.090934087,-0.010776512,-0.384326165,-0.516252337,-0.564700281,-0.60212576
2205,이민호,2014,P,0,-0.120160169,1.142601651,-0.148033327,0.962999609,0.209003819,-0.354613217,-0.183202005,0.848722022,-0.553715635,0.054356788,0.863807334,0.50134955,0.500565354,0.475821793,0.630305315,0.53639864,0.398984702,2.16350262,0.609241385,1.365456215,1.213658746,0.648730594,-0.342207314,0.939920687,-0.268420318,-0.326288844,-0.240178617,-0.08145406,0.713010744,-0.438376664
2206,이재영,2011,P,0,-0.095510923,-0.643028852,-0.808839597,-0.123631314,-0.164911353,-0.308944476,-0.222541102,-0.489421945,-1.147408432,-0.362827424,-0.199650182,-0.872355578,-1.070583327,-1.110416584,-1.110416584,-0.980487139,-1.059282423,-0.555136625,-1.075666697,-1.227290515,-0.77179519,-1.001430613,-0.423976475,-1.211602088,-1.041972358,-1.238268003,-1.238088215,-1.204345708,0.148935966,-1.892284218
2207,임창민,2013,P,0,-0.093275343,1.379171869,-0.766833104,1.444643204,1.01538012,-0.305142991,-0.205581405,0.571815773,0.681333634,0.28859326,1.131692563,-0.082367726,-0.234996334,-0.243865964,-0.304687697,-0.160721354,-0.558862601,1.038583172,0.166677484,-0.648161531,1.790180863,0.260397764,-0.53428938,0.784767155,-0.464987653,-0.495930127,-0.606732241,-0.531252323,0.228443686,-1.207536128
2208,코리,2011,P,0,-0.095510923,-0.397542054,0.011478329,-0.31460072,0.187718243,-0.308944476,-0.222541102,0.029017111,-0.250018958,0.20250833,-0.385435768,0.073199741,0.115413414,0.265332134,0.265332134,0.006711438,0.317142737,0.522954792,-0.970761794,0.107045623,0.0361779,-0.091749806,-0.423976475,-0.537931218,-0.068226784,0.221675159,0.221754182,0.089401857,-0.399137106,-0.575817666
2209,이현승,2015,P,0,-0.143653547,0.488029174,-0.739484468,0.732482492,2.41097051,-0.273897704,-0.209678417,-0.183679202,-0.833735762,3.262093967,-0.136873772,-0.41054944,-0.882721201,-0.892267833,-0.657519925,-0.496949258,-0.53572173,-0.751967306,-0.906718272,-0.609955245,0.616977083,-0.333277563,-0.387785038,-0.528773553,-1.344845166,-1.450934852,-0.830911423,-0.561626562,-1.480013146,-1.304108156
2210,오재영,2011,P,0,-0.125554265,1.995954229,-0.808839597,1.929289807,-0.399997751,-0.308944476,-0.222541102,-0.489421945,-0.549148783,-0.174382173,3.144490366,-0.563020775,-0.69106437,-0.68049511,-0.68049511,-0.623855192,-0.650656203,-0.339518342,-0.55114218,-0.893706481,-0.77179519,-0.615505422,-0.423976475,-0.537931218,-0.541575327,-0.505136372,-0.505007185,-0.551130026,0.13948643,-0.575817666
2211,강윤구,2011,P,0,-0.133065101,-1.563604345,-0.501220375,-0.982993643,-0.517540949,-0.308944476,-0.222541102,-0.230202417,-0.848278607,-0.362827424,-0.571221354,-1.047864686,-1.260342805,-1.282385174,-1.282385174,-1.109701613,-1.145308995,-1.201991475,-0.918309342,-1.227290515,-0.77179519,-1.111694953,-0.423976475,-0.874766653,-1.481510292,-1.64907452,-1.648866379,-1.673646295,-0.304641749,-0.758660243
2212,손정욱,2014,P,0,-0.168083286,2.048981703,-0.74933684,1.941700299,-0.200965211,-0.354613217,-0.183202005,-0.439516761,-0.887253006,-0.126438615,2.279202483,-0.453061889,-0.577533713,-0.626068236,-0.709093479,-0.493502588,-0.651459112,-0.79364669,-0.145762425,-0.952140625,-0.615797295,-0.304604294,-0.342207314,-0.133272336,-0.434688774,-0.585823181,-0.718954402,-0.61054594,-0.605134174,-0.471126483
2213,정인욱,2012,P,0,-0.133201374,-1.071481203,-0.572894966,-0.559001414,-0.236832004,-0.344451711,-0.234136395,-0.737789561,-0.872613853,-0.301606241,-0.563481194,-0.858394871,-1.102373784,-1.113955705,-1.113955705,-0.897411573,-1.012112483,-1.176172543,-0.821739659,-0.502327814,0,-0.848851469,-0.39077194,-0.7224997,-1.012569736,-1.116230381,-1.116230381,-1.126027382,-0.520892178,-0.9525334
2214,김강률,2012,P,0,-0.14013682,-0.035402348,-0.771401247,0.340413065,0.483500481,-0.344451711,-0.234136395,-1.001840562,-1.191633972,-0.301606241,-0.563481194,-0.678997716,-0.897770803,-0.927840255,-0.927840255,-0.705482065,-0.780276581,-0.907333105,-0.497494223,-0.502327814,0.743827056,-0.558460022,-0.39077194,-0.396054653,-0.772593423,-0.892520351,-0.892520351,-0.833863461,-0.502767236,-0.274644638
2215,이승호,2011,P,0,-0.148086772,-0.336170354,-0.091061412,-0.219116017,-0.635084148,-0.308944476,-0.222541102,0.547456168,-0.250018958,-0.362827424,-0.571221354,-0.192257785,-0.169225804,-0.250573635,-0.250573635,-0.189694561,-0.478603058,0.307336508,0.550359307,0.107045623,-0.77179519,-0.00905155,1.297624967,1.146245959,-0.08851315,-0.252332361,-0.252220622,-0.195983636,0.800953931,-0.100426967
2216,이재우,2013,P,0,-0.144461439,-0.085082827,0.315164391,-0.218522892,-0.145772394,-0.305142991,-0.205581405,0.308314461,-0.555160739,-0.304738338,-0.59322594,-0.042669183,0.114378747,0.03588663,-0.046289093,0.016847769,-0.197398303,-0.066132648,0.968365507,-0.15061717,-0.732086742,-0.192743018,-0.53428938,0.176003188,0.053852549,-0.056278605,-0.285115655,-0.201564742,1.064716026,0.369726908
2217,신용운,2013,P,0,-0.150859701,0.769065746,-0.766833104,0.969452891,0.276464884,-0.305142991,-0.205581405,-0.482189477,-1.173407925,-0.304738338,-0.209910717,-0.562720101,-1.021090267,-1.043159091,-0.95068421,-0.665391492,-0.860082849,-0.066132648,-0.635010538,-1.145705891,0.108669126,-0.383539137,-0.53428938,-0.737142763,-1.390341827,-1.573612517,-1.169561265,-1.174928075,-0.303729622,-1.470413301
2218,이재우,2014,P,1,-0.186054455,-1.12334848,0.15261843,-0.949915375,-0.713426499,-0.354613217,-0.183202005,-0.697164518,-0.553715635,-0.307234017,-0.374663422,-0.600561839,-0.660464411,-0.74005686,-0.790269164,-0.584376225,-0.631639417,-0.424003026,-0.319994073,-0.2899701,-0.615797295,-0.522509411,-0.342207314,-0.848734352,-0.263056819,-0.529845187,-0.600547487,-0.631500074,0.332932148,0.151120081
2219,윤길현,2013,P,0,-0.157257963,0.830076358,-0.766833104,1.016971922,-0.251331713,-0.305142991,-0.205581405,-0.218688164,-0.864284332,-0.304738338,0.940034952,-0.501187359,-0.715387071,-0.72344184,-0.735352039,-0.562588316,-0.6793507,-0.066132648,-0.384483031,-0.648161531,0.949424994,-0.121194474,-0.53428938,0.176003188,-0.700337847,-0.769371927,-0.740739151,-0.798142269,-0.488361178,-0.681781783
2220,박희수,2014,P,0,-0.192044845,-0.556860947,-0.74933684,-0.104673871,1.131434138,-0.354613217,-0.183202005,-0.697164518,-0.553715635,2.043106213,-0.551587815,-0.969311713,-1.199513944,-1.234007562,-1.27732327,-1.028647343,-1.107312087,-1.163290354,-1.1330751,0.041115163,1.213658746,-0.549747551,-0.342207314,-1.206465359,-1.0890356,-1.313537107,-1.202878312,-1.228692889,-2.157795672,-1.3553716
2221,김사율,2014,P,0,-0.198035234,0.122924092,-0.047816075,0.117758104,0.004019304,-0.354613217,-0.183202005,-0.439516761,0.446896477,-0.307234017,-0.197739028,0.308298146,0.583496051,0.551814209,0.711480999,0.334457223,0.438624091,1.054571629,0.144623656,-0.2899701,0.298930726,0.594254315,-0.342207314,1.655382702,0.149932571,0.091001659,0.21800466,0.054747811,-0.216968799,-0.143628292
2222,송창식,2013,P,0,-0.163656225,1.562203706,-0.766833104,1.587200298,3.759922426,-0.305142991,-0.205581405,0.044813148,0.681333634,2.661919653,-0.59322594,0.052607321,-0.234996334,-0.323795277,-0.003222658,0.054230742,-0.117072904,-0.508018975,0.36709949,-0.15061717,3.471692599,0.355795824,1.532566905,-0.128378796,-0.646849167,-0.82834957,-0.381600631,-0.363791965,-1.096559244,-0.353185317
2223,김혁민,2013,P,0,-0.170054487,0.647044521,1.200435068,-0.075965798,-0.462450352,-0.305142991,-0.205581405,0.308314461,1.917828007,-0.304738338,1.515007786,1.545272553,2.42898866,2.313872042,2.537696957,1.572914027,1.469353736,4.352730629,1.569631524,1.839560272,0.949424994,1.047431755,-0.53428938,2.611059057,0.412226709,0.39945773,0.352757239,0.363613967,1.314511661,-0.386044964
2224,이상열,2012,P,0,-0.174814054,2.585267694,-0.771401247,2.375930045,0.483500481,-0.344451711,-0.234136395,-0.737789561,-0.234573616,-0.301606241,2.109778425,-0.25841105,-0.283961858,-0.322965045,-0.322965045,-0.307228337,-0.379832751,0.168024649,-0.551535129,-0.502327814,2.231481167,-0.505661577,-0.39077194,-1.048944748,-0.255721365,-0.31890489,-0.31890489,-0.243806916,0.06816844,-0.884744524
2225,유동훈,2013,P,0,-0.170054487,1.074118807,-0.766833104,1.207048048,0.276464884,-0.305142991,-0.205581405,-0.745690789,-0.246037146,-0.304738338,0.365062117,-0.322543914,-0.671715186,-0.523618559,-0.433887,-0.338290477,-0.257642353,-0.508018975,-0.835432544,0.59569937,0.108669126,-0.335840107,-0.53428938,-0.737142763,-0.91429257,-0.635331829,-0.41376229,-0.363791965,-0.81418157,-0.648922136
2226,김진성,2015,P,0,-0.188857327,1.461797649,-0.739484468,1.526841892,0.606113043,-0.273897704,-0.209678417,-0.183679202,0.075356886,0.690722495,1.91623281,-0.010862113,-0.121113916,-0.160730438,-0.050726635,-0.116152948,-0.255690182,0.969772814,-0.479761552,-0.849625809,-0.746866996,0.345790959,-0.387785038,-0.528773553,-0.452961602,-0.547316395,-0.416916013,-0.25506764,-0.213776271,-1.33661626
2227,김선규,2011,P,0,-0.18564095,1.81183913,-0.808839597,1.786062752,0.42280464,-0.308944476,-0.222541102,-0.230202417,-1.147408432,-0.174382173,1.843991264,-0.056238226,-0.026906195,-0.035612898,-0.035612898,-0.060480088,-0.048470196,-0.339518342,-0.341332373,0.774213692,2.460097167,-0.643071507,-0.423976475,-0.537931218,-0.095275272,-0.100649955,-0.100548685,-0.012068541,0.130036895,-0.466112121
2228,타투스코,2014,P,1,-0.216006403,-0.95340222,0.453270186,-0.949915375,-0.610934241,2.500956375,-0.183202005,-0.439516761,0.780433848,-0.307234017,-0.551587815,-0.036591443,0.542030702,0.399829377,0.18383905,0.036593633,-0.175786442,-0.054359362,1.015781899,0.703285689,-0.615797295,-0.004984758,-0.342207314,2.370844718,0.836460389,0.584625791,0.084153365,0.044270744,0.510841278,0.282119357
2229,고원준,2012,P,1,-0.188684947,-0.705806313,1.114408425,-1.07971506,-0.751355207,-0.344451711,-0.234136395,-0.20968756,1.041506857,-0.301606241,-0.563481194,0.536916341,0.841354539,0.979843102,0.979843102,0.714796291,0.926878695,0.705703526,0.907569333,2.526486196,-0.743827056,-0.083274018,1.323582377,0.256835442,0.070400291,0.271919035,0.271919035,0.185845908,0.892853306,0.674399628
2230,김진우,2014,P,0,-0.216006403,-0.160319674,0.553487439,-0.37159224,0.004019304,-0.354613217,-0.183202005,-0.181869005,0.113359106,-0.126438615,-0.374663422,0.549070122,0.95668419,0.969772496,1.117359422,0.692903239,0.537722564,0.13046247,1.945017357,1.034370952,-0.615797295,0.97558827,-0.342207314,2.370844718,0.241112047,0.248757825,0.284930307,0.201426748,-0.160361349,0.511368091
2231,윤명준,2014,P,0,-0.221996793,1.709089184,-0.74933684,1.674781929,0.004019304,-0.354613217,-0.183202005,0.848722022,-0.220178264,-0.307234017,2.279202483,0.13693791,0.210307913,0.133855922,0.143251208,0.082030452,0.101689283,0.500106133,-0.261916857,-0.952140625,-0.615797295,0.15844408,-0.342207314,0.582189679,-0.128969355,-0.27031085,-0.307104265,-0.165270595,-0.370617593,-0.700375217
2232,김승회,2012,P,1,-0.195620394,-0.401077238,1.114408425,-0.843027039,-0.648450567,-0.344451711,-0.234136395,0.582465443,1.041506857,-0.301606241,-0.563481194,1.035241774,1.301711247,1.445131725,1.445131725,0.98829584,0.926878695,1.243382403,0.637364803,0.170741966,1.487654111,0.365512764,1.323582377,-0.069609606,-0.058817724,0.117042861,0.117042861,0.197303316,0.122543267,-0.579694581
2233,김창훈,2012,P,0,-0.202555841,-0.157293978,-0.771401247,0.245737857,-0.236832004,-0.344451711,-0.234136395,-0.737789561,-0.872613853,-0.301606241,-0.207046578,-0.936133639,-1.204675275,-1.20701343,-1.20701343,-0.983779851,-1.180720411,-1.176172543,-0.767698753,-0.502327814,-0.743827056,-0.875250692,-0.39077194,-0.7224997,-1.264852527,-1.35141272,-1.35141272,-1.30934592,-0.176518278,-1.427055533
2234,김성태,2011,P,1,-0.215684292,-0.827143951,1.036875737,-1.126220698,-0.870170545,-0.308944476,-0.222541102,-0.230202417,0.946500341,-0.362827424,-0.571221354,0.448350459,0.779571589,0.695253608,0.695253608,0.471883543,0.446182596,0.522954792,0.497906855,-0.226538412,-0.77179519,0.542270151,-0.423976475,-0.201095782,0.330738417,0.234315359,0.23439351,0.178188454,-0.134550106,-0.100426967
2235,여건욱,2014,P,0,-0.239967962,-0.216968428,-0.047816075,-0.149160266,0.004019304,-0.354613217,-0.183202005,-0.181869005,-0.220178264,-0.307234017,-0.551587815,0.093555572,0.459100005,0.361833169,0.386778261,0.092127522,0.161148366,1.609037125,0.028469224,-1.283225888,2.128386766,0.022253382,-0.342207314,-0.491003344,0.369836013,0.202957648,0.109893999,0.101894612,0.696837187,-0.20912793
2236,신정락,2011,P,0,-0.230705963,-1.256745848,-0.808839597,-0.60105483,-0.870170545,-0.308944476,-0.222541102,-1.007861001,-1.147408432,-0.362827424,-0.385435768,-1.131231512,-1.402662414,-1.325377322,-1.325377322,-1.161387402,-1.209828924,-1.201991475,-1.075666697,-0.893706481,-0.77179519,-0.891166273,-0.423976475,-0.537931218,-2.238867961,-1.712275523,-1.71206302,-1.679988195,-1.646475822,-1.160913911
2237,임찬규,2011,P,0,-0.230705963,2.057325929,-0.603760116,1.881547456,2.656125414,-0.308944476,-0.222541102,1.325114752,0.647370516,0.956289335,-0.571221354,0.29477999,0.447492502,0.437300724,0.437300724,0.394354859,0.102076306,0.522954792,1.704313246,-0.893706481,1.652124078,0.294175386,-0.423976475,1.146245959,0.087302023,0.095273153,0.095360901,0.190872254,0.800953931,0.630943339
2238,백정현,2014,P,0,-0.245958351,-0.216968428,-0.248250579,-0.060187476,0.004019304,-0.354613217,-0.183202005,-0.954812275,-0.220178264,-0.126438615,-0.374663422,-0.407510434,-0.411672319,-0.474083404,-0.587329952,-0.443017233,-0.433442471,-0.424003026,-0.610380154,-0.2899701,-0.615797295,0.103967801,-0.342207314,-0.848734352,-0.14505985,-0.316111027,-0.559362474,-0.568637672,-1.187382236,-0.503876302
2239,김기현,2015,P,0,-0.228410635,1.191306406,-0.739484468,1.306186504,-0.45556782,-0.273897704,-0.209678417,-0.659232206,-1.136766644,-0.298266532,0.068436886,-0.513499206,-0.671163621,-0.738259961,-0.697972811,-0.515989074,-0.715742011,-0.438923648,0.160673528,-0.370284681,-0.064944956,-0.544022967,-0.387785038,0.315774629,-0.536056344,-0.773221009,-0.65979332,-0.628512145,0.787626748,0.061232195
2240,유동훈,2011,P,0,-0.238216798,0.952635336,-0.808839597,1.117669829,2.068409421,-0.308944476,-0.222541102,-0.230202417,-0.250018958,0.956289335,-0.199650182,-0.455521447,-0.501304891,-0.50852652,-0.50852652,-0.504977877,-0.371069843,-0.339518342,-0.86585689,0.107045623,1.652124078,-0.836034103,-0.423976475,-1.211602088,-0.264328323,-0.277612762,-0.277499279,-0.272086434,0.092238752,-0.502680636
2241,이용찬,2014,P,0,-0.251948741,0.972655391,-0.74933684,1.096458794,3.59124832,-0.354613217,-0.183202005,0.333426509,0.446896477,2.766287822,-0.551587815,-0.301223705,-0.536068365,-0.474083404,-0.465566426,-0.357192131,-0.334343998,-0.79364669,-0.66845737,-0.2899701,0.298930726,-0.059461037,-0.342207314,0.582189679,-0.681409708,-0.570556455,-0.53362184,-0.343380733,-1.357204587,-0.700375217
2242,김승회,2015,P,0,-0.234061107,0.379832677,-0.056287575,0.335302792,0.606113043,-0.273897704,-0.209678417,0.767426804,-0.227673996,0.097329079,-0.136873772,0.170813944,0.682804885,0.49380302,0.515613769,0.22656373,0.484393196,0.813250985,0.053934348,-0.130614117,1.298899123,-0.12253216,-0.387785038,-0.528773553,0.510937404,0.243349755,0.162677562,-0.054410891,0.506240776,0.223772713
2243,김재윤,2015,P,0,-0.23971158,0.542127422,-0.739484468,0.77661357,-0.243231647,-0.273897704,-0.209678417,-0.659232206,-0.530704879,-0.298266532,0.684368861,-0.450921897,-0.628852106,-0.622754056,-0.536161267,-0.51122912,-0.515719476,-0.751967306,-0.799979092,-0.849625809,0.616977083,0.345790959,-0.387785038,-0.810289614,-0.602532138,-0.622617933,-0.300997298,-0.478019583,-2.79590637,-0.914010913
